N,P,K,temperature,humidity,ph,rainfall,label
36.85,14.99,10.07,29.53,91.38,7.06,116.57,orange
15.21,28.72,37.3,19.84,93.01,6.46,123.14,pomegranate
20.1,143.38,198.11,23.9,92.82,5.67,121.15,apple
99.4,23.72,53.77,28.79,91.65,6.66,27.93,muskmelon
22.77,31.58,25.51,32.32,48.64,6.69,66.87,mango
47.19,57.59,46.91,33.54,88.84,6.24,229.7,papaya
34.09,13.37,28.11,26.61,91.18,6.73,217.53,coconut
18.57,77.74,22.71,17.84,69.38,6.81,39.5,lentil
17.36,18.49,14.14,31.02,91.66,7.46,103.13,orange
110.98,25.77,30.75,27.99,54.17,7.31,184.33,coffee
33.02,127.88,199.17,20.59,89.02,6.22,70.5,grapes
108.93,21.92,52.1,24.42,86.22,6.35,45.71,watermelon
68.49,43.44,38.17,24.78,77.82,5.62,242.77,rice
30.47,60.84,15.63,30.49,70.4,7.2,70.49,blackgram
16.38,16.23,43.55,24.04,85.31,6.53,100.54,pomegranate
23.58,46.42,22.72,31.1,73.47,6.37,48.0,mungbean
122.95,41.09,17.26,26.79,72.35,6.99,63.36,cotton
37.52,76.31,15.94,23.16,31.68,5.98,156.1,pigeonpeas
38.23,65.11,22.18,18.93,19.85,5.91,78.31,kidneybeans
113.26,74.09,50.37,29.82,79.83,5.66,118.13,banana
26.03,76.02,78.38,24.15,23.37,7.75,88.89,chickpea
54.88,77.43,46.26,40.51,88.63,6.54,238.98,papaya
21.8,55.09,15.79,22.52,60.44,6.31,52.01,lentil
21.97,67.84,15.53,26.43,60.72,6.83,61.78,blackgram
21.5,70.39,24.33,23.53,62.08,6.23,42.1,lentil
31.88,10.62,43.57,18.99,85.15,5.72,106.03,pomegranate
36.15,60.39,24.81,15.0,22.8,6.08,97.73,kidneybeans
100.21,49.88,16.02,25.18,72.37,5.87,72.66,cotton
21.97,124.32,200.28,21.97,90.53,6.43,121.58,apple
28.27,78.76,21.26,28.89,65.28,7.35,77.3,blackgram
27.08,75.05,24.84,17.63,63.86,7.45,41.54,lentil
23.0,28.06,43.21,22.19,91.83,6.5,101.95,pomegranate
33.33,57.24,23.02,27.15,73.35,7.17,74.51,blackgram
117.38,49.1,20.03,25.64,79.2,5.93,76.67,cotton
20.64,43.58,23.67,31.44,61.47,6.51,52.2,mungbean
32.65,74.37,92.69,20.67,17.34,6.59,78.34,chickpea
16.96,66.88,16.2,20.71,69.78,6.59,49.03,lentil
114.46,55.92,15.76,23.17,84.07,7.32,69.75,cotton
20.35,59.46,21.28,25.73,60.83,6.62,76.36,blackgram
31.01,67.98,22.72,16.67,24.78,5.69,65.99,kidneybeans
86.06,54.21,21.33,18.47,55.83,6.63,105.97,maize
21.78,64.79,80.63,20.6,20.98,7.29,87.51,chickpea
107.89,95.87,46.04,26.96,89.14,6.72,126.16,banana
135.36,42.03,24.68,22.93,82.7,6.15,88.7,cotton
84.04,35.17,44.64,21.37,89.26,6.26,204.2,rice
109.86,24.69,49.53,27.69,92.09,6.22,24.04,muskmelon
69.67,63.72,49.51,38.79,85.71,6.51,190.57,papaya
43.99,69.76,98.92,20.52,23.82,7.8,65.23,chickpea
90.2,18.41,49.49,29.01,91.05,6.23,22.26,muskmelon
30.4,79.62,78.34,23.35,14.14,7.88,84.83,chickpea
32.07,61.64,15.95,20.09,24.76,5.85,66.18,kidneybeans
92.76,13.07,53.74,25.29,83.89,6.67,48.65,watermelon
69.97,41.1,41.16,22.62,78.6,6.98,290.38,rice
109.06,24.79,47.75,24.6,89.99,6.11,42.93,watermelon
86.54,50.08,15.89,18.22,58.19,5.69,71.84,maize
28.59,78.29,18.77,20.78,60.47,6.25,48.57,lentil
93.88,11.16,51.5,27.12,94.94,6.17,20.54,muskmelon
114.19,22.78,30.34,24.36,53.63,6.99,158.45,coffee
32.13,61.63,23.67,34.45,67.92,7.38,64.61,blackgram
32.61,141.51,196.07,35.4,84.09,6.91,65.45,grapes
32.72,10.67,14.36,19.8,91.0,7.34,109.77,orange
22.24,14.37,29.01,28.27,99.83,6.46,220.17,coconut
36.18,134.26,201.94,38.7,83.54,5.79,72.5,grapes
94.86,53.06,41.42,26.95,82.11,6.89,230.27,rice
33.66,21.86,39.32,20.36,91.93,5.95,105.68,pomegranate
33.43,53.79,19.33,29.45,78.78,6.82,40.42,mungbean
45.79,66.78,49.09,35.19,94.31,6.05,227.82,papaya
105.13,11.4,46.24,28.45,90.48,6.62,22.55,muskmelon
86.68,59.18,43.29,23.36,72.29,6.55,182.07,jute
101.84,23.12,49.01,24.51,80.81,6.2,44.96,watermelon
94.05,20.85,32.55,27.23,61.21,7.19,150.49,coffee
22.19,60.15,18.37,29.09,67.26,6.84,67.03,blackgram
23.75,19.72,34.46,33.98,50.17,6.77,98.94,mango
18.79,51.14,15.91,30.42,55.27,4.76,43.67,mothbeans
96.25,50.2,39.58,25.27,77.7,6.8,182.05,jute
20.24,14.47,41.06,22.69,91.1,6.52,126.01,pomegranate
27.25,120.71,202.13,23.73,91.12,5.55,122.53,apple
23.43,73.15,93.24,24.87,17.3,6.02,81.72,chickpea
34.48,59.39,22.16,33.36,63.4,6.53,186.01,pigeonpeas
25.85,59.9,24.5,22.05,24.4,5.58,116.92,kidneybeans
32.86,23.79,44.41,22.1,87.34,6.6,119.33,pomegranate
86.5,55.88,35.36,26.27,82.03,6.84,248.39,rice
35.36,75.37,15.56,34.67,67.68,6.55,73.71,blackgram
23.4,15.2,26.89,28.99,47.69,4.72,90.04,mango
90.05,19.14,45.9,24.51,85.98,6.73,48.58,watermelon
33.92,69.52,22.25,29.3,30.26,4.74,168.34,pigeonpeas
85.5,51.59,41.12,25.27,81.56,5.92,291.07,rice
28.51,36.92,17.69,24.43,35.21,5.52,36.62,mothbeans
138.59,58.3,15.36,26.03,72.33,7.5,98.77,cotton
20.85,124.77,198.44,41.02,82.85,5.65,64.12,grapes
102.78,21.94,29.63,26.55,63.2,6.96,186.61,coffee
35.52,137.46,199.5,21.18,91.14,6.0,116.48,apple
118.16,73.18,49.54,27.83,76.19,6.55,109.08,banana
22.95,59.48,21.03,33.12,68.04,6.3,50.43,mungbean
32.47,22.73,34.42,28.31,94.63,6.21,190.73,coconut
40.69,74.41,79.65,24.32,21.74,7.5,99.75,chickpea
97.81,24.29,46.42,26.5,81.74,6.22,42.8,watermelon
15.97,63.57,15.35,33.7,40.05,6.98,181.47,pigeonpeas
17.34,19.83,11.1,13.87,90.17,6.32,116.24,orange
132.36,46.97,16.87,26.37,73.59,6.47,68.73,cotton
35.37,71.48,18.67,22.69,56.47,5.31,126.52,pigeonpeas
21.97,64.0,24.58,24.41,23.83,6.11,75.45,kidneybeans
102.53,51.14,19.15,24.98,71.37,6.2,98.22,cotton
109.31,20.35,47.78,28.1,92.14,6.52,21.92,muskmelon
31.5,73.7,93.39,24.02,20.16,7.4,71.54,chickpea
34.16,38.79,19.5,33.45,87.86,6.86,49.04,mungbean
67.95,57.43,35.78,25.33,87.78,6.85,250.35,rice
18.47,34.43,26.07,34.45,52.68,5.48,40.65,mango
26.73,25.46,14.98,16.12,94.1,6.52,108.63,orange
74.27,56.93,41.37,23.46,85.08,5.86,221.48,rice
16.81,77.26,19.37,17.24,19.94,5.94,135.25,kidneybeans
93.72,16.34,28.23,26.04,65.37,6.08,168.48,coffee
35.93,55.88,76.31,19.51,18.88,6.86,98.24,chickpea
27.83,127.91,197.37,40.41,88.44,6.15,72.52,grapes
30.67,121.14,199.18,27.13,84.46,6.69,61.92,grapes
24.21,62.16,21.73,35.18,62.59,7.0,159.45,pigeonpeas
26.15,133.57,203.64,22.65,90.56,6.08,111.15,apple
20.57,133.64,199.35,20.54,83.22,6.38,67.59,grapes
80.92,19.16,26.49,25.9,63.43,6.7,190.29,coffee
20.87,10.19,14.89,10.83,92.66,7.2,105.92,orange
23.45,36.93,23.97,29.3,58.34,7.95,43.11,mothbeans
56.41,79.83,54.95,24.05,90.19,6.15,87.36,papaya
66.95,71.38,51.59,31.1,89.06,6.74,222.46,papaya
25.59,22.07,31.11,28.22,95.44,5.88,224.06,coconut
95.3,45.63,35.85,26.59,76.48,7.16,159.26,jute
99.28,85.41,50.59,26.3,84.4,6.07,109.39,banana
39.52,69.56,89.96,18.64,21.38,6.99,99.36,chickpea
91.26,16.8,47.89,27.04,93.95,6.0,27.79,muskmelon
60.9,50.4,23.18,22.66,64.49,6.01,97.76,maize
17.12,35.86,15.22,25.52,83.85,6.55,57.98,mungbean
85.76,41.8,17.24,19.92,63.77,7.26,66.42,maize
36.45,79.33,19.87,29.33,66.66,5.58,164.76,pigeonpeas
29.92,67.2,18.8,19.96,43.83,6.88,183.63,pigeonpeas
27.98,129.95,204.76,25.44,85.25,6.8,71.3,grapes
25.28,133.64,195.84,23.07,90.11,6.17,115.53,apple
18.57,76.26,16.66,17.82,20.83,6.24,78.56,kidneybeans
105.67,36.22,34.64,25.07,63.2,6.22,185.44,coffee
29.15,58.24,17.04,35.7,62.98,5.28,91.79,pigeonpeas
21.05,32.38,29.95,33.88,51.86,4.7,63.97,mango
51.01,79.28,53.52,36.15,87.39,6.34,226.96,papaya
135.82,50.04,22.92,25.98,81.81,6.08,96.88,cotton
37.6,24.96,39.65,21.28,86.06,6.07,113.24,pomegranate
16.94,58.42,24.61,24.73,24.61,6.4,102.68,kidneybeans
90.54,36.63,23.72,19.28,67.34,5.99,109.62,maize
28.19,75.56,16.25,35.83,46.01,5.37,99.36,pigeonpeas
29.88,52.11,19.3,29.94,64.76,9.16,33.53,mothbeans
36.09,13.39,11.23,11.78,92.14,6.49,119.39,orange
15.48,78.79,15.1,25.24,30.95,5.47,172.88,pigeonpeas
29.42,60.27,17.08,33.79,39.26,4.98,168.62,pigeonpeas
39.01,58.29,85.92,19.22,17.27,7.19,79.02,chickpea
17.7,55.24,19.1,25.85,58.27,8.76,31.98,mothbeans
122.22,48.92,22.79,26.42,75.92,5.5,97.22,cotton
61.34,55.53,52.61,25.17,91.3,6.74,48.67,papaya
32.85,62.33,15.29,24.33,22.73,6.29,101.78,kidneybeans
73.01,38.44,35.85,25.27,76.94,6.36,256.94,rice
29.98,76.49,23.48,24.24,45.72,5.26,124.68,pigeonpeas
20.8,71.85,21.15,30.48,51.61,5.39,163.16,pigeonpeas
81.67,35.61,20.07,21.16,71.11,6.11,101.3,maize
29.88,70.17,16.43,36.39,34.65,6.13,127.55,pigeonpeas
23.8,79.5,77.22,23.05,16.86,7.01,84.12,chickpea
17.67,36.43,20.38,30.06,61.65,6.47,49.03,mungbean
95.44,96.32,47.84,23.31,76.0,6.42,115.41,banana
103.65,38.94,28.68,27.22,63.64,7.29,152.77,coffee
30.02,52.53,17.88,25.61,61.98,6.65,60.4,mungbean
27.85,17.64,32.09,28.72,93.79,6.09,159.91,coconut
25.45,32.17,28.22,31.84,54.25,5.56,56.15,mango
31.01,26.16,33.62,29.27,97.84,6.22,204.97,coconut
62.54,57.46,37.8,22.59,75.22,6.5,252.81,rice
48.71,63.06,52.21,33.49,94.65,6.74,152.28,papaya
33.96,144.6,203.13,21.6,93.05,6.24,104.63,apple
84.47,59.06,41.15,20.83,85.47,5.78,235.52,rice
28.92,124.3,197.53,33.83,89.58,6.93,72.56,grapes
19.78,13.12,33.43,28.61,92.65,6.88,144.09,coconut
34.5,121.05,196.94,22.68,86.54,6.37,74.54,grapes
20.17,74.53,19.13,16.53,65.09,6.54,47.08,lentil
36.2,59.02,18.72,32.14,73.1,6.28,77.89,blackgram
32.77,23.38,33.89,29.8,94.28,6.11,147.61,coconut
21.26,28.41,13.93,26.5,94.85,6.52,109.79,orange
39.42,57.64,19.07,33.68,64.94,6.04,77.97,blackgram
118.84,82.17,45.6,26.06,76.26,6.18,100.92,banana
97.92,29.18,28.81,24.35,56.19,6.45,160.9,coffee
105.79,15.88,48.02,29.35,92.33,6.24,22.16,muskmelon
38.56,16.11,28.4,31.51,52.9,4.73,73.35,mango
101.42,50.21,23.08,24.15,82.54,7.19,67.08,cotton
36.07,79.07,15.36,22.04,18.06,6.22,113.74,kidneybeans
39.39,13.07,14.73,14.21,90.75,7.16,101.88,orange
74.34,57.18,36.56,24.94,86.33,6.95,263.6,rice
86.27,20.21,26.67,27.25,69.67,6.07,194.16,coffee
28.46,67.16,22.88,28.76,74.21,6.84,66.64,blackgram
69.58,77.87,54.36,41.65,89.18,6.89,49.08,papaya
19.5,135.28,200.18,22.91,90.91,5.94,106.18,apple
133.64,59.93,17.59,24.82,76.14,7.24,81.97,cotton
31.46,66.81,15.5,16.28,20.0,5.87,78.39,kidneybeans
104.8,17.06,53.37,24.49,89.86,6.63,42.61,watermelon
101.82,15.57,46.71,26.28,85.58,6.76,44.93,watermelon
19.43,42.02,20.65,31.09,44.61,9.37,45.19,mothbeans
96.5,23.86,53.35,26.9,88.81,6.17,44.35,watermelon
36.8,58.72,22.5,29.42,60.73,5.69,61.07,mothbeans
17.44,15.37,25.22,28.3,97.08,6.9,155.54,coconut
32.03,78.43,77.02,19.53,19.16,7.34,68.05,chickpea
70.32,35.53,17.87,18.71,72.37,6.58,95.44,maize
31.72,123.4,195.39,23.86,91.91,6.17,118.33,apple
98.05,32.51,26.83,27.75,51.04,6.31,183.07,coffee
37.07,18.58,40.37,19.72,86.03,5.6,128.78,pomegranate
37.94,73.97,19.89,30.69,73.33,7.5,68.21,blackgram
98.85,85.39,45.68,25.74,78.69,5.55,128.39,banana
90.44,15.97,54.79,28.39,94.85,6.67,27.93,muskmelon
17.94,29.79,28.22,27.08,93.01,5.65,169.25,coconut
92.74,90.62,49.04,29.53,83.88,6.1,112.54,banana
70.72,49.91,23.37,25.74,56.47,6.94,77.38,maize
22.74,38.73,30.45,28.58,48.45,5.22,61.53,mango
21.6,78.03,17.79,21.53,46.31,6.25,172.18,pigeonpeas
35.56,55.88,16.56,34.33,68.43,7.07,77.17,blackgram
37.38,63.46,85.53,20.61,23.51,6.79,73.62,chickpea
29.89,69.45,16.57,25.58,69.47,6.91,47.28,lentil
93.51,94.09,52.07,26.47,84.57,6.35,107.43,banana
114.11,76.65,47.37,23.51,88.94,6.09,118.66,banana
31.87,68.45,20.25,26.7,37.25,6.57,198.61,pigeonpeas
16.3,63.51,15.83,17.3,65.44,6.59,45.25,lentil
32.63,63.21,23.85,19.61,30.66,4.81,159.56,pigeonpeas
107.15,87.58,49.34,24.0,80.48,5.91,109.17,banana
96.62,21.98,30.45,25.6,56.38,7.39,171.67,coffee
17.08,23.64,10.95,26.39,94.91,6.42,119.91,orange
30.05,58.65,20.51,25.1,60.84,5.42,32.74,mothbeans
34.7,35.38,28.75,31.99,45.15,5.37,49.19,mango
26.15,73.84,16.02,30.5,60.59,6.2,74.57,blackgram
21.9,60.71,17.51,20.62,18.11,6.25,106.62,kidneybeans
25.44,21.08,44.44,22.37,89.81,5.86,105.36,pomegranate
104.06,99.79,47.52,23.2,79.12,6.23,97.25,banana
37.82,22.02,14.22,33.18,91.23,6.94,114.25,orange
130.01,49.61,22.9,24.07,83.09,6.29,87.28,cotton
33.05,120.06,201.58,21.13,91.1,5.82,122.93,apple
23.27,77.97,82.47,19.3,21.99,6.23,83.22,chickpea
35.93,58.15,17.82,33.98,36.52,6.52,166.28,pigeonpeas
103.1,96.21,52.44,27.55,86.72,5.88,120.5,banana
32.91,19.72,25.51,35.47,52.77,4.51,58.69,mango
19.07,37.01,28.43,29.72,47.45,6.39,60.95,mango
28.76,130.44,197.92,22.63,92.84,6.14,113.02,apple
30.62,75.18,23.48,16.03,19.87,6.04,91.55,kidneybeans
34.59,60.81,15.3,30.51,59.26,6.42,155.28,pigeonpeas
22.16,78.69,19.9,16.16,61.61,6.47,51.81,lentil
24.27,10.36,10.82,22.58,90.05,7.03,105.0,orange
134.62,49.14,24.28,25.08,79.38,6.48,67.73,cotton
19.8,10.67,37.0,24.65,89.36,6.81,114.3,pomegranate
23.35,27.58,10.61,33.83,93.94,7.4,116.27,orange
34.04,27.18,26.34,35.0,46.98,6.15,46.1,mango
97.14,15.43,54.15,26.61,83.36,6.57,43.46,watermelon
108.14,13.24,51.12,25.82,86.76,6.05,43.07,watermelon
119.58,46.3,19.39,22.37,74.53,6.66,80.67,cotton
93.84,15.2,50.55,24.03,83.05,6.68,46.09,watermelon
20.72,61.84,16.73,28.11,59.13,7.43,149.43,pigeonpeas
108.58,15.02,51.67,24.43,86.74,6.76,48.33,watermelon
102.81,37.74,26.06,27.05,56.38,7.03,155.74,coffee
123.38,41.32,16.77,22.23,80.8,6.2,80.77,cotton
26.37,62.85,23.27,31.15,67.54,7.3,109.46,pigeonpeas
32.81,79.91,86.6,22.7,19.36,6.86,77.93,chickpea
88.53,52.3,42.58,23.91,86.75,6.14,280.67,rice
16.84,23.97,34.79,26.53,96.85,6.19,208.01,coconut
52.61,63.65,52.78,40.38,90.88,6.7,180.59,papaya
127.86,39.81,22.87,25.0,80.71,7.13,96.2,cotton
137.34,52.25,19.98,25.73,70.32,7.29,91.28,cotton
18.79,35.6,21.15,28.39,44.23,5.41,42.88,mothbeans
27.77,28.62,25.69,26.22,90.32,6.0,152.98,coconut
21.67,63.17,81.41,20.95,16.61,7.41,93.88,chickpea
119.42,70.54,49.13,24.84,87.48,6.05,121.11,banana
57.53,79.23,53.67,27.34,89.8,6.01,80.48,papaya
107.79,14.81,47.45,28.53,94.93,6.63,28.11,muskmelon
36.66,134.24,195.84,22.87,93.47,5.65,108.15,apple
35.31,16.49,39.42,19.55,88.74,6.43,122.31,pomegranate
98.66,42.93,41.7,23.71,85.44,7.02,173.4,jute
80.91,54.92,37.23,25.38,76.49,6.01,168.08,jute
38.86,17.24,27.91,29.47,99.78,5.97,198.63,coconut
33.52,78.94,24.18,22.34,23.88,6.19,77.55,kidneybeans
35.41,66.52,24.37,27.69,67.73,6.01,61.27,blackgram
15.51,133.65,203.8,16.55,81.94,6.52,72.82,grapes
63.91,54.04,41.5,23.0,87.16,5.86,244.02,rice
17.41,55.49,20.47,19.28,61.47,6.2,52.43,lentil
33.82,25.33,12.5,19.53,91.05,6.71,106.94,orange
18.14,122.7,196.53,33.98,80.74,6.45,70.42,grapes
77.61,53.21,42.96,25.28,77.26,6.07,274.63,rice
27.38,28.73,28.46,29.55,48.93,5.43,32.0,mango
69.73,47.24,17.6,23.55,59.75,6.4,87.0,maize
24.4,24.93,10.93,30.87,90.98,7.08,102.38,orange
37.53,129.01,200.03,33.15,87.51,6.01,61.5,grapes
36.52,10.66,33.66,27.32,98.52,6.57,173.38,coconut
15.52,48.53,21.69,27.42,50.39,7.0,48.01,mothbeans
39.84,137.48,198.65,16.38,85.37,6.05,67.51,grapes
31.22,67.31,17.65,27.07,46.73,7.48,123.63,pigeonpeas
102.83,10.17,48.09,27.75,90.6,6.21,28.64,muskmelon
116.2,92.21,53.89,29.6,80.09,6.05,124.3,banana
26.21,68.39,15.55,34.52,72.85,7.39,66.41,blackgram
81.1,35.89,41.74,25.57,80.95,6.27,188.95,jute
26.23,42.5,23.11,33.0,61.2,6.49,61.07,mungbean
68.88,46.15,16.3,19.67,66.85,6.37,104.71,maize
16.34,15.27,39.11,24.81,92.83,5.54,128.71,pomegranate
117.96,74.64,48.89,29.13,75.17,6.63,111.67,banana
70.85,37.84,40.31,25.53,84.09,6.98,245.13,rice
31.28,61.33,17.85,25.86,72.45,7.07,66.17,blackgram
95.9,51.54,38.71,24.28,85.59,6.26,181.7,jute
101.17,30.79,29.28,26.86,56.54,6.77,150.66,coffee
21.97,69.15,16.51,23.39,66.23,6.31,49.57,lentil
63.17,38.0,40.62,23.85,71.19,6.03,185.7,jute
38.12,136.73,197.54,33.13,86.15,5.84,61.62,grapes
83.64,46.23,43.0,23.9,73.82,6.22,175.35,jute
28.97,73.82,18.65,21.72,69.67,6.07,53.91,lentil
95.79,40.66,38.6,24.01,83.33,6.62,227.67,rice
92.3,23.06,45.96,28.84,93.83,6.06,25.92,muskmelon
36.98,70.57,17.63,22.04,44.2,7.29,163.02,pigeonpeas
27.13,54.13,24.27,31.77,88.29,6.84,64.14,mungbean
25.69,128.98,195.82,11.07,85.39,6.62,63.24,grapes
96.69,17.87,28.94,25.93,55.72,6.63,161.02,coffee
22.53,127.03,195.83,21.66,82.15,6.01,69.77,grapes
26.92,27.95,37.58,21.19,90.39,6.42,117.27,pomegranate
104.48,21.55,32.26,27.58,53.33,6.76,163.1,coffee
39.62,20.34,31.24,25.95,97.36,6.68,199.59,coconut
16.32,40.47,18.16,27.39,61.96,6.36,64.65,mungbean
80.84,44.44,41.51,26.08,75.36,6.51,189.12,jute
28.53,26.51,32.2,27.19,54.92,5.43,96.27,mango
114.4,45.53,16.81,26.4,78.32,6.5,92.14,cotton
37.35,25.36,36.07,19.82,86.01,6.04,125.42,pomegranate
16.06,34.52,30.01,34.0,46.38,6.11,34.66,mango
23.32,27.86,13.65,24.83,90.6,7.23,100.03,orange
34.08,132.03,201.13,22.33,90.62,6.19,112.03,apple
36.89,29.95,31.34,36.45,50.38,6.29,30.49,mango
98.42,85.08,49.32,29.03,84.56,5.99,113.62,banana
83.4,39.17,40.13,23.02,81.22,6.11,196.54,jute
21.57,24.27,43.88,24.46,91.55,6.12,113.6,pomegranate
21.42,57.14,21.42,20.81,61.13,6.91,47.9,lentil
96.95,89.21,48.56,26.07,83.57,5.84,122.72,banana
16.92,57.79,24.81,19.23,18.47,6.32,90.03,kidneybeans
19.48,65.17,24.47,21.97,34.01,7.1,104.65,pigeonpeas
36.65,59.9,22.81,30.96,74.01,6.29,73.23,blackgram
35.71,42.88,19.0,30.64,47.52,9.43,67.21,mothbeans
35.1,67.95,21.62,21.97,22.27,6.41,119.11,kidneybeans
33.18,76.53,81.83,18.63,14.2,7.21,82.31,chickpea
82.39,47.39,16.74,23.75,63.51,5.6,66.82,maize
103.15,16.76,45.25,26.51,80.18,6.08,43.29,watermelon
100.91,23.44,53.37,28.82,92.81,6.57,25.42,muskmelon
32.23,22.49,43.23,20.55,85.0,6.5,122.91,pomegranate
89.28,42.95,44.15,23.21,81.82,5.77,187.98,rice
27.51,59.88,24.61,24.82,46.69,6.96,154.1,pigeonpeas
66.08,60.32,54.91,29.87,88.39,6.39,122.52,papaya
41.02,74.59,91.59,23.87,18.78,7.6,76.3,chickpea
107.63,72.73,46.36,23.4,86.65,6.57,112.4,banana
42.44,66.44,24.48,26.93,68.09,6.53,60.32,blackgram
22.64,68.26,87.93,23.29,24.32,6.79,96.0,chickpea
33.51,75.55,15.44,20.39,23.13,6.24,122.29,kidneybeans
21.53,70.05,80.52,21.16,23.98,7.75,93.07,chickpea
18.59,45.39,19.26,30.69,35.02,4.44,31.66,mothbeans
37.39,140.71,203.84,23.19,94.84,6.34,107.4,apple
23.31,63.74,94.85,23.88,19.18,6.28,87.08,chickpea
95.92,10.98,49.0,28.8,94.91,6.25,28.07,muskmelon
39.15,66.75,19.98,16.57,23.17,5.72,122.65,kidneybeans
118.68,94.01,47.3,23.66,77.48,6.4,95.66,banana
22.6,36.84,26.79,28.04,52.83,5.93,34.23,mango
108.9,14.65,48.0,24.76,86.28,6.3,45.08,watermelon
95.1,70.45,45.9,27.02,84.66,6.9,124.63,banana
15.99,143.38,204.98,28.81,83.9,6.05,64.21,grapes
20.68,135.73,203.72,41.79,85.9,5.86,68.94,grapes
24.37,71.51,89.5,20.67,21.55,7.22,87.53,chickpea
26.91,66.6,16.63,20.44,20.01,5.66,108.76,kidneybeans
74.48,37.33,41.99,26.88,79.6,6.91,178.19,jute
28.2,23.05,35.49,18.76,94.43,6.38,121.47,pomegranate
25.1,123.77,202.55,23.92,93.27,5.73,106.44,apple
33.38,75.44,94.14,18.13,22.18,7.27,69.11,chickpea
44.7,64.85,23.36,28.2,65.94,6.01,63.57,blackgram
19.47,12.82,41.98,22.46,89.43,6.64,118.58,pomegranate
91.23,34.31,33.82,26.31,65.6,7.08,150.48,coffee
67.34,43.08,40.57,22.23,80.3,6.88,285.26,rice
27.33,18.98,26.96,29.24,92.88,5.6,156.24,coconut
29.79,36.01,19.85,34.67,77.32,7.02,63.4,mungbean
94.39,21.73,26.3,26.54,51.65,6.69,199.19,coffee
16.7,77.73,20.37,17.42,62.45,6.29,42.35,lentil
28.79,11.35,27.85,29.04,90.55,6.94,162.16,coconut
62.66,73.66,53.41,25.51,92.3,6.49,174.29,papaya
23.97,71.1,19.48,15.71,22.37,5.96,122.68,kidneybeans
15.46,143.84,201.42,27.57,82.05,6.73,63.04,grapes
67.26,58.11,21.78,20.79,74.39,5.55,88.11,maize
29.92,62.58,18.03,15.8,69.72,6.04,42.67,lentil
36.87,125.89,203.39,37.42,82.45,5.51,66.22,grapes
27.94,24.54,35.02,23.56,92.95,6.28,123.64,pomegranate
102.73,15.63,27.11,27.75,58.64,7.01,180.16,coffee
113.8,18.8,26.87,23.21,67.05,7.15,156.77,coffee
19.42,28.62,39.4,20.2,86.42,6.11,120.89,pomegranate
73.67,56.11,21.58,22.32,57.62,6.57,86.79,maize
21.31,40.41,20.49,29.16,64.48,4.78,62.47,mothbeans
93.45,81.63,51.58,25.81,78.41,6.32,124.94,banana
33.83,10.51,43.49,23.41,85.64,6.79,111.64,pomegranate
99.16,20.97,49.29,26.58,89.05,6.54,49.01,watermelon
30.94,44.52,23.66,30.08,48.22,8.42,49.56,mothbeans
90.31,22.81,47.64,25.22,83.35,6.33,41.14,watermelon
15.02,76.4,24.29,21.21,63.39,5.84,42.97,lentil
27.23,60.12,22.73,27.43,73.6,6.12,71.24,blackgram
35.71,64.22,17.75,21.94,20.01,6.32,70.39,kidneybeans
26.42,129.39,203.84,23.74,94.77,6.43,106.56,apple
106.28,11.5,50.66,28.74,90.56,6.8,20.6,muskmelon
32.49,69.48,21.23,25.31,35.42,6.31,170.33,pigeonpeas
27.24,40.23,24.84,34.67,79.17,6.23,46.32,mungbean
31.22,42.27,19.46,30.04,73.14,6.87,58.31,mungbean
29.42,38.56,24.13,26.02,37.92,7.88,63.9,mothbeans
39.99,15.96,31.56,29.22,93.24,6.67,146.92,coconut
61.46,49.88,17.2,18.74,58.99,6.88,61.18,maize
26.65,55.65,24.49,29.37,59.61,5.49,62.2,mothbeans
39.67,68.88,88.31,22.75,23.67,7.35,80.45,chickpea
37.93,128.98,202.84,21.54,91.01,5.98,111.91,apple
22.05,22.86,12.96,10.32,92.98,6.17,115.06,orange
16.85,26.82,35.95,19.95,90.71,6.05,115.26,pomegranate
90.11,19.05,48.39,28.46,90.39,6.75,29.9,muskmelon
38.64,12.41,11.38,17.42,92.97,6.9,114.1,orange
21.93,51.94,24.33,26.9,38.2,9.16,42.11,mothbeans
22.9,65.3,21.64,21.97,66.06,6.0,36.13,lentil
97.96,12.33,52.23,29.93,94.27,6.54,26.39,muskmelon
93.89,19.7,48.84,24.08,88.62,6.6,46.53,watermelon
77.26,56.27,38.53,25.39,75.13,6.1,186.61,jute
33.12,14.74,37.06,22.22,92.33,6.0,100.88,pomegranate
39.1,74.53,20.8,24.67,21.04,6.39,124.48,kidneybeans
90.35,89.77,49.98,27.61,86.33,5.96,112.9,banana
20.79,140.75,201.48,26.5,87.55,6.63,68.16,grapes
99.21,33.66,25.48,27.86,55.65,7.17,157.86,coffee
62.62,59.93,48.27,42.68,93.59,6.42,184.56,papaya
28.36,10.98,39.52,20.67,94.66,5.93,101.21,pomegranate
36.23,142.7,198.24,40.4,80.03,5.83,67.11,grapes
26.37,63.88,75.55,18.5,17.49,6.89,99.23,chickpea
98.96,14.72,47.49,25.7,81.01,6.12,43.35,watermelon
32.86,25.71,32.53,29.51,92.52,6.47,175.79,coconut
36.09,33.39,26.45,34.16,51.79,4.53,70.82,mango
38.59,28.19,25.34,33.42,48.99,6.58,37.06,mango
34.37,14.57,27.16,25.24,94.9,5.88,163.84,coconut
